destination,mode,time,region,type,Total,EJ,Non-EJ,Ratio Aggregation Area,Ratio MPO
"Healthcare, emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,11.551,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,14.042,11.402,1.231,1.249
"Healthcare, emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,14.084,11.383,1.237,1.251
"Healthcare, emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,11.898,11.889,1.001,1.166
"Healthcare, emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,11.875,11.945,0.994,1.168
"Healthcare, emergency",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,12.402,11.513,1.077,1.358
"Healthcare, emergency",Drive,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",22.716,NA,NA,NA,NA
"Healthcare, emergency",Drive,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,22.787,NA,NA,NA,NA
"Healthcare, emergency",Drive,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,22.406,NA,NA,NA,NA
"Healthcare, emergency",Drive,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,24.966,22.206,1.124,1.147
"Healthcare, emergency",Drive,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,25.045,22.202,1.128,1.148
"Healthcare, emergency",Drive,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,22.091,22.78,0.97,1.081
"Healthcare, emergency",Drive,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,22.048,22.859,0.965,1.083
"Healthcare, emergency",Drive,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,23.426,22.361,1.048,1.174
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.008,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.008,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.008,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.013,0.007,1.866,1.471
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.012,0.007,1.669,1.45
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.012,0.007,1.69,1.951
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.012,0.007,1.63,1.899
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.013,0.008,1.735,3.569
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.068,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.07,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.07,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.099,0.061,1.615,1.544
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.091,0.065,1.406,1.529
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.099,0.065,1.516,1.786
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.094,0.068,1.39,1.745
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.126,0.067,1.872,3.208
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.138,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.142,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.138,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.195,0.125,1.561,1.68
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.182,0.131,1.385,1.693
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.203,0.131,1.55,1.668
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.192,0.137,1.407,1.68
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.198,0.135,1.465,2.757
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.36,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.366,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.353,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.529,0.322,1.642,1.663
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.491,0.333,1.475,1.685
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.466,0.349,1.332,1.504
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.434,0.359,1.21,1.533
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.563,0.344,1.638,2.188
"Healthcare, emergency",Transit (Bus and RT only),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.008,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.008,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.008,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.013,0.007,1.866,1.471
"Healthcare, emergency",Transit (Bus and RT only),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.012,0.007,1.669,1.45
"Healthcare, emergency",Transit (Bus and RT only),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.012,0.007,1.69,1.951
"Healthcare, emergency",Transit (Bus and RT only),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.012,0.007,1.63,1.899
"Healthcare, emergency",Transit (Bus and RT only),15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.013,0.008,1.735,3.569
"Healthcare, emergency",Transit (Bus and RT only),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.068,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.07,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.07,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.099,0.061,1.615,1.545
"Healthcare, emergency",Transit (Bus and RT only),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.091,0.065,1.406,1.53
"Healthcare, emergency",Transit (Bus and RT only),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.099,0.065,1.516,1.787
"Healthcare, emergency",Transit (Bus and RT only),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.094,0.068,1.39,1.746
"Healthcare, emergency",Transit (Bus and RT only),30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.126,0.067,1.872,3.211
"Healthcare, emergency",Transit (Bus and RT only),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.137,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.141,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.137,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.194,0.124,1.566,1.677
"Healthcare, emergency",Transit (Bus and RT only),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.181,0.13,1.388,1.69
"Healthcare, emergency",Transit (Bus and RT only),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.203,0.13,1.555,1.671
"Healthcare, emergency",Transit (Bus and RT only),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.191,0.136,1.412,1.682
"Healthcare, emergency",Transit (Bus and RT only),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.198,0.134,1.474,2.772
"Healthcare, emergency",Transit (Bus and RT only),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.302,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.309,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.302,NA,NA,NA,NA
"Healthcare, emergency",Transit (Bus and RT only),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.451,0.268,1.681,1.665
"Healthcare, emergency",Transit (Bus and RT only),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.423,0.28,1.511,1.687
"Healthcare, emergency",Transit (Bus and RT only),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.41,0.291,1.41,1.515
"Healthcare, emergency",Transit (Bus and RT only),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.383,0.302,1.268,1.545
"Healthcare, emergency",Transit (Bus and RT only),60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.497,0.294,1.693,2.228
"Healthcare, emergency",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.007,NA,NA,NA,NA
"Healthcare, emergency",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.007,NA,NA,NA,NA
"Healthcare, emergency",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.007,NA,NA,NA,NA
"Healthcare, emergency",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.011,0.006,1.796,1.433
"Healthcare, emergency",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.011,0.007,1.617,1.416
"Healthcare, emergency",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.012,0.007,1.698,1.854
"Healthcare, emergency",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.011,0.007,1.627,1.807
"Healthcare, emergency",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.012,0.007,1.651,3.469
"Healthcare, emergency",Walk,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.05,NA,NA,NA,NA
"Healthcare, emergency",Walk,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.051,NA,NA,NA,NA
"Healthcare, emergency",Walk,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.051,NA,NA,NA,NA
"Healthcare, emergency",Walk,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.071,0.045,1.577,1.459
"Healthcare, emergency",Walk,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.066,0.047,1.387,1.439
"Healthcare, emergency",Walk,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.07,0.048,1.478,1.894
"Healthcare, emergency",Walk,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.067,0.049,1.347,1.827
"Healthcare, emergency",Walk,30,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.092,0.049,1.876,3.217
"Healthcare, emergency",Walk,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.125,NA,NA,NA,NA
"Healthcare, emergency",Walk,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.128,NA,NA,NA,NA
"Healthcare, emergency",Walk,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.125,NA,NA,NA,NA
"Healthcare, emergency",Walk,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.169,0.115,1.462,1.519
"Healthcare, emergency",Walk,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.157,0.12,1.313,1.507
"Healthcare, emergency",Walk,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.171,0.121,1.416,1.733
"Healthcare, emergency",Walk,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.162,0.124,1.308,1.704
"Healthcare, emergency",Walk,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.192,0.122,1.572,2.833
"Healthcare, emergency",Walk,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Total population, adult",0.229,NA,NA,NA,NA
"Healthcare, emergency",Walk,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,0.231,NA,NA,NA,NA
"Healthcare, emergency",Walk,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total households,0.222,NA,NA,NA,NA
"Healthcare, emergency",Walk,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Minority status, adult",NA,0.308,0.211,1.459,1.562
"Healthcare, emergency",Walk,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,0.287,0.217,1.328,1.554
"Healthcare, emergency",Walk,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,"Income status, adult",NA,0.298,0.222,1.34,1.682
"Healthcare, emergency",Walk,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,0.286,0.226,1.266,1.668
"Healthcare, emergency",Walk,60,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,0.302,0.218,1.381,2.709
"Healthcare, emergency",Bike,15,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",0.083,NA,NA,NA,NA
"Healthcare, emergency",Bike,15,Maturing Suburbs: Mature Suburban Towns,Total population,0.086,NA,NA,NA,NA
"Healthcare, emergency",Bike,15,Maturing Suburbs: Mature Suburban Towns,Total households,0.081,NA,NA,NA,NA
"Healthcare, emergency",Bike,15,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,0.072,0.085,0.849,1.572
"Healthcare, emergency",Bike,15,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.077,0.088,0.87,1.559
"Healthcare, emergency",Bike,15,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,0.06,0.086,0.701,1.902
"Healthcare, emergency",Bike,15,Maturing Suburbs: Mature Suburban Towns,Income status,NA,0.061,0.089,0.687,1.85
"Healthcare, emergency",Bike,15,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,0.079,0.081,0.978,3.067
"Healthcare, emergency",Bike,30,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",0.329,NA,NA,NA,NA
"Healthcare, emergency",Bike,30,Maturing Suburbs: Mature Suburban Towns,Total population,0.335,NA,NA,NA,NA
"Healthcare, emergency",Bike,30,Maturing Suburbs: Mature Suburban Towns,Total households,0.332,NA,NA,NA,NA
"Healthcare, emergency",Bike,30,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,0.287,0.339,0.846,1.661
"Healthcare, emergency",Bike,30,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.29,0.348,0.835,1.664
"Healthcare, emergency",Bike,30,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,0.284,0.336,0.846,1.715
"Healthcare, emergency",Bike,30,Maturing Suburbs: Mature Suburban Towns,Income status,NA,0.281,0.343,0.818,1.716
"Healthcare, emergency",Bike,30,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,0.323,0.333,0.972,2.685
"Healthcare, emergency",Bike,45,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",0.734,NA,NA,NA,NA
"Healthcare, emergency",Bike,45,Maturing Suburbs: Mature Suburban Towns,Total population,0.741,NA,NA,NA,NA
"Healthcare, emergency",Bike,45,Maturing Suburbs: Mature Suburban Towns,Total households,0.739,NA,NA,NA,NA
"Healthcare, emergency",Bike,45,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,0.635,0.757,0.838,1.599
"Healthcare, emergency",Bike,45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.641,0.768,0.834,1.609
"Healthcare, emergency",Bike,45,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,0.693,0.74,0.937,1.527
"Healthcare, emergency",Bike,45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,0.686,0.749,0.916,1.539
"Healthcare, emergency",Bike,45,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,0.72,0.741,0.972,2.281
"Healthcare, emergency",Bike,60,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",1.508,NA,NA,NA,NA
"Healthcare, emergency",Bike,60,Maturing Suburbs: Mature Suburban Towns,Total population,1.522,NA,NA,NA,NA
"Healthcare, emergency",Bike,60,Maturing Suburbs: Mature Suburban Towns,Total households,1.511,NA,NA,NA,NA
"Healthcare, emergency",Bike,60,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,1.313,1.554,0.845,1.5
"Healthcare, emergency",Bike,60,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,1.325,1.575,0.841,1.508
"Healthcare, emergency",Bike,60,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,1.463,1.514,0.966,1.391
"Healthcare, emergency",Bike,60,Maturing Suburbs: Mature Suburban Towns,Income status,NA,1.44,1.534,0.939,1.403
"Healthcare, emergency",Bike,60,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,1.545,1.509,1.024,1.928
"Healthcare, emergency",Drive,15,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",0.728,NA,NA,NA,NA
"Healthcare, emergency",Drive,15,Maturing Suburbs: Mature Suburban Towns,Total population,0.731,NA,NA,NA,NA
"Healthcare, emergency",Drive,15,Maturing Suburbs: Mature Suburban Towns,Total households,0.735,NA,NA,NA,NA
"Healthcare, emergency",Drive,15,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,0.611,0.756,0.808,1.373
"Healthcare, emergency",Drive,15,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.613,0.764,0.803,1.351
"Healthcare, emergency",Drive,15,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,0.699,0.732,0.955,1.558
"Healthcare, emergency",Drive,15,Maturing Suburbs: Mature Suburban Towns,Income status,NA,0.688,0.738,0.933,1.519
"Healthcare, emergency",Drive,15,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,0.751,0.734,1.023,2.444
"Healthcare, emergency",Drive,30,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",4.278,NA,NA,NA,NA
"Healthcare, emergency",Drive,30,Maturing Suburbs: Mature Suburban Towns,Total population,4.308,NA,NA,NA,NA
"Healthcare, emergency",Drive,30,Maturing Suburbs: Mature Suburban Towns,Total households,4.251,NA,NA,NA,NA
"Healthcare, emergency",Drive,30,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,4.009,4.343,0.923,1.385
"Healthcare, emergency",Drive,30,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,4.017,4.387,0.916,1.392
"Healthcare, emergency",Drive,30,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,4.105,4.304,0.954,1.292
"Healthcare, emergency",Drive,30,Maturing Suburbs: Mature Suburban Towns,Income status,NA,4.062,4.344,0.935,1.303
"Healthcare, emergency",Drive,30,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,4.362,4.245,1.028,1.67
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",13.342,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Total population,13.452,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Total households,13.218,NA,NA,NA,NA
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,13.128,13.393,0.98,1.249
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,13.192,13.523,0.975,1.251
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,12.858,13.412,0.959,1.166
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,12.784,13.55,0.943,1.168
"Healthcare, emergency",Drive,45,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,13.528,13.199,1.025,1.358
"Healthcare, emergency",Drive,60,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",25.31,NA,NA,NA,NA
"Healthcare, emergency",Drive,60,Maturing Suburbs: Mature Suburban Towns,Total population,25.416,NA,NA,NA,NA
"Healthcare, emergency",Drive,60,Maturing Suburbs: Mature Suburban Towns,Total households,25.182,NA,NA,NA,NA
"Healthcare, emergency",Drive,60,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,25.724,25.211,1.02,1.147
"Healthcare, emergency",Drive,60,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,25.743,25.327,1.016,1.148
"Healthcare, emergency",Drive,60,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,24.897,25.37,0.981,1.081
"Healthcare, emergency",Drive,60,Maturing Suburbs: Mature Suburban Towns,Income status,NA,24.857,25.498,0.975,1.083
"Healthcare, emergency",Drive,60,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,25.285,25.175,1.004,1.174
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",0.022,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Mature Suburban Towns,Total population,0.023,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Mature Suburban Towns,Total households,0.021,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,0.019,0.022,0.849,1.471
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.02,0.023,0.855,1.45
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,0.016,0.022,0.729,1.951
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Mature Suburban Towns,Income status,NA,0.018,0.023,0.775,1.899
"Healthcare, emergency",Transit (All modes),15,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,0.022,0.021,1.039,3.569
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",0.124,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,Total population,0.127,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,Total households,0.122,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,0.128,0.123,1.04,1.544
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.129,0.126,1.025,1.529
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,0.102,0.127,0.804,1.786
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,Income status,NA,0.103,0.13,0.796,1.745
"Healthcare, emergency",Transit (All modes),30,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,0.116,0.122,0.949,3.208
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",0.306,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Total population,0.309,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Total households,0.3,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,0.418,0.28,1.494,1.68
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.41,0.282,1.452,1.693
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,0.297,0.308,0.967,1.668
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,0.299,0.311,0.963,1.68
"Healthcare, emergency",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,0.312,0.299,1.044,2.757
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Mature Suburban Towns,"Total population, adult",0.765,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Mature Suburban Towns,Total population,0.773,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Mature Suburban Towns,Total households,0.756,NA,NA,NA,NA
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Mature Suburban Towns,"Minority status, adult",NA,0.991,0.711,1.394,1.663
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,0.975,0.718,1.358,1.685
"Healthcare, emergency",Transit (All modes),60,Maturing Suburbs: Mature Suburban Towns,"Income status, adult",NA,0.79,0.761,1.038,1.504
