destination,mode,time,region,type,Total,EJ,Non-EJ,Ratio Aggregation Area,Ratio MPO
Higher Education,Transit (All modes),45,Developing Suburbs: Country Suburbs,Income status,NA,9.283,9.401,0.987,1.702
Higher Education,Transit (All modes),45,Developing Suburbs: Country Suburbs,Household vehicles,NA,8.497,9.409,0.903,3.029
Higher Education,Drive,45,Developing Suburbs: Maturing New England Towns,Total population,56695.658,NA,NA,NA,NA
Higher Education,Drive,45,Developing Suburbs: Maturing New England Towns,Minority status,NA,61395.869,56038.014,1.096,1.148
Higher Education,Drive,45,Developing Suburbs: Maturing New England Towns,Income status,NA,59162.536,56397.751,1.049,1.075
Higher Education,Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Total population,36.386,NA,NA,NA,NA
Higher Education,Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Minority status,NA,36.778,36.331,1.012,1.661
Higher Education,Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Income status,NA,21.846,38.142,0.573,1.702
Higher Education,Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,21.278,35.422,0.601,3.029
Higher Education,Drive,45,Inner Core: Metro Core Communities,Total population,200739.188,NA,NA,NA,NA
Higher Education,Drive,45,Inner Core: Metro Core Communities,Minority status,NA,199882.099,201667.101,0.991,1.148
Higher Education,Drive,45,Inner Core: Metro Core Communities,Income status,NA,200595.455,200804.189,0.999,1.075
Higher Education,Transit (All modes),45,Inner Core: Metro Core Communities,Total population,64731.082,NA,NA,NA,NA
Higher Education,Transit (All modes),45,Inner Core: Metro Core Communities,Minority status,NA,59452.949,70455.459,0.844,1.661
Higher Education,Transit (All modes),45,Inner Core: Metro Core Communities,Income status,NA,66405.191,63988.141,1.038,1.702
Higher Education,Transit (All modes),45,Inner Core: Metro Core Communities,Household vehicles,NA,85428.583,60314.947,1.416,3.029
Higher Education,Drive,45,Inner Core: Streetcar Suburbs,Total population,200670.55,NA,NA,NA,NA
Higher Education,Drive,45,Inner Core: Streetcar Suburbs,Minority status,NA,201013.988,200533.726,1.002,1.148
Higher Education,Drive,45,Inner Core: Streetcar Suburbs,Income status,NA,201111.889,200592.034,1.003,1.075
Higher Education,Transit (All modes),45,Inner Core: Streetcar Suburbs,Total population,24031.898,NA,NA,NA,NA
Higher Education,Transit (All modes),45,Inner Core: Streetcar Suburbs,Minority status,NA,26286.202,23133.979,1.136,1.661
Higher Education,Transit (All modes),45,Inner Core: Streetcar Suburbs,Income status,NA,28191.537,23291.68,1.21,1.702
Higher Education,Transit (All modes),45,Inner Core: Streetcar Suburbs,Household vehicles,NA,51557.97,21769.493,2.368,3.029
Higher Education,Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,155730.867,NA,NA,NA,NA
Higher Education,Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,169007.041,152291.917,1.11,1.148
Higher Education,Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,152083.046,156089.126,0.974,1.075
Higher Education,Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,225.784,NA,NA,NA,NA
Higher Education,Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,297.225,207.279,1.434,1.661
Higher Education,Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,259.615,222.461,1.167,1.702
Higher Education,Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,266.18,228.346,1.166,3.029
Higher Education,Drive,45,Maturing Suburbs: Mature Suburban Towns,Total population,174970.633,NA,NA,NA,NA
Higher Education,Drive,45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,183754.767,172586.785,1.065,1.148
Higher Education,Drive,45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,175944.81,174827.88,1.006,1.075
Higher Education,Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Total population,569.326,NA,NA,NA,NA
Higher Education,Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,512.196,584.831,0.876,1.661
Higher Education,Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,691.535,551.418,1.254,1.702
Higher Education,Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,803.498,561.479,1.431,3.029
Higher Education,Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,145983.411,NA,NA,NA,NA
Higher Education,Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,158021.553,139783.309,1.13,1.148
Higher Education,Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,146278.442,145893.812,1.003,1.075
Higher Education,Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,2486.866,NA,NA,NA,NA
Higher Education,Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,3640.155,1893.02,1.923,1.661
Higher Education,Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,3193.043,2274.443,1.404,1.702
Higher Education,Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,3486.927,2323.743,1.501,3.029
Jobs,Drive,45,MPO,Total population,1265642.539,NA,NA,NA,NA
Jobs,Drive,45,MPO,Minority status,NA,1434598.941,1180525.126,NA,1.215
Jobs,Drive,45,MPO,Income status,NA,1389673.827,1234512.026,NA,1.126
Jobs,Transit (All modes),45,MPO,Total population,176272.239,NA,NA,NA,NA
Jobs,Transit (All modes),45,MPO,Minority status,NA,238850.315,144764.451,NA,1.65
Jobs,Transit (All modes),45,MPO,Income status,NA,255979.091,156289.536,NA,1.638
Jobs,Transit (All modes),45,MPO,Household vehicles,NA,398237.884,149267.442,NA,2.668
Jobs,Drive,45,Developing Suburbs: Country Suburbs,Total population,429799.014,NA,NA,NA,NA
Jobs,Drive,45,Developing Suburbs: Country Suburbs,Minority status,NA,463739.821,424243.015,1.093,1.215
Jobs,Drive,45,Developing Suburbs: Country Suburbs,Income status,NA,411315.741,431272.042,0.954,1.126
Jobs,Transit (All modes),45,Developing Suburbs: Country Suburbs,Total population,991.161,NA,NA,NA,NA
Jobs,Transit (All modes),45,Developing Suburbs: Country Suburbs,Minority status,NA,819.48,1019.265,0.804,1.65
Jobs,Transit (All modes),45,Developing Suburbs: Country Suburbs,Income status,NA,1102.371,982.298,1.122,1.638
Jobs,Transit (All modes),45,Developing Suburbs: Country Suburbs,Household vehicles,NA,1114.461,987.427,1.129,2.668
Jobs,Drive,45,Developing Suburbs: Maturing New England Towns,Total population,403400.435,NA,NA,NA,NA
Jobs,Drive,45,Developing Suburbs: Maturing New England Towns,Minority status,NA,425550.075,400301.302,1.063,1.215
Jobs,Drive,45,Developing Suburbs: Maturing New England Towns,Income status,NA,390637.767,404941.692,0.965,1.126
Jobs,Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Total population,2629.143,NA,NA,NA,NA
Jobs,Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Minority status,NA,2885.49,2593.276,1.113,1.65
Jobs,Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Income status,NA,2827.214,2605.223,1.085,1.638
Jobs,Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,2814.386,2661.582,1.057,2.668
Jobs,Drive,45,Inner Core: Metro Core Communities,Total population,1759585.552,NA,NA,NA,NA
Jobs,Drive,45,Inner Core: Metro Core Communities,Minority status,NA,1726784.997,1795088.983,0.962,1.215
Jobs,Drive,45,Inner Core: Metro Core Communities,Income status,NA,1750272.71,1763782.176,0.992,1.126
Jobs,Transit (All modes),45,Inner Core: Metro Core Communities,Total population,446801.608,NA,NA,NA,NA
Jobs,Transit (All modes),45,Inner Core: Metro Core Communities,Minority status,NA,413732.747,482673.337,0.857,1.65
Jobs,Transit (All modes),45,Inner Core: Metro Core Communities,Income status,NA,450527.372,445190.965,1.012,1.638
Jobs,Transit (All modes),45,Inner Core: Metro Core Communities,Household vehicles,NA,551824.434,424139.325,1.301,2.668
Jobs,Drive,45,Inner Core: Streetcar Suburbs,Total population,1831696.429,NA,NA,NA,NA
Jobs,Drive,45,Inner Core: Streetcar Suburbs,Minority status,NA,1856341.061,1821871.099,1.019,1.215
Jobs,Drive,45,Inner Core: Streetcar Suburbs,Income status,NA,1838110.798,1830556.453,1.004,1.126
Jobs,Transit (All modes),45,Inner Core: Streetcar Suburbs,Total population,169269.905,NA,NA,NA,NA
Jobs,Transit (All modes),45,Inner Core: Streetcar Suburbs,Minority status,NA,182533.619,163987.815,1.113,1.65
Jobs,Transit (All modes),45,Inner Core: Streetcar Suburbs,Income status,NA,199179.855,163946.952,1.215,1.638
Jobs,Transit (All modes),45,Inner Core: Streetcar Suburbs,Household vehicles,NA,306000.681,161189.861,1.898,2.668
Jobs,Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,964491.338,NA,NA,NA,NA
Jobs,Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,1128357.58,922044.772,1.224,1.215
Jobs,Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,964780.662,964462.487,1,1.126
Jobs,Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,6867.437,NA,NA,NA,NA
Jobs,Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,8489.801,6447.197,1.317,1.65
Jobs,Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,7061.088,6848.415,1.031,1.638
Jobs,Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,8846.364,6707.757,1.319,2.668
Jobs,Drive,45,Maturing Suburbs: Mature Suburban Towns,Total population,1062628.167,NA,NA,NA,NA
Jobs,Drive,45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,1074134.653,1059505.499,1.014,1.215
Jobs,Drive,45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,1018512.554,1069092.704,0.953,1.126
Jobs,Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Total population,14859.708,NA,NA,NA,NA
Jobs,Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,15672.44,14639.147,1.071,1.65
Jobs,Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,15892.755,14708.328,1.081,1.638
Jobs,Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,16567.02,14623.468,1.133,2.668
Jobs,Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,801704.372,NA,NA,NA,NA
Jobs,Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,877376.567,762722.643,1.15,1.215
Jobs,Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,804514.639,800847.037,1.005,1.126
Jobs,Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,33452.779,NA,NA,NA,NA
Jobs,Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,44282.192,27876.46,1.589,1.65
Jobs,Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,39610.414,31600.469,1.253,1.638
Jobs,Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,45739.289,32511.781,1.407,2.668
"Open Space, all parks",Bike,15,MPO,Total population,73.974,NA,NA,NA,NA
"Open Space, all parks",Bike,15,MPO,Minority status,NA,84.512,68.667,NA,1.231
"Open Space, all parks",Bike,15,MPO,Income status,NA,88.111,70.429,NA,1.251
"Open Space, all parks",Bike,15,MPO,Household vehicles,NA,124.705,68.246,NA,1.827
"Open Space, all parks",Walk,15,MPO,Total population,21.572,NA,NA,NA,NA
"Open Space, all parks",Walk,15,MPO,Minority status,NA,25.01,19.841,NA,1.261
"Open Space, all parks",Walk,15,MPO,Income status,NA,27.412,20.108,NA,1.363
"Open Space, all parks",Walk,15,MPO,Household vehicles,NA,41.824,19.284,NA,2.169
"Open Space, all parks",Bike,15,Developing Suburbs: Country Suburbs,Total population,20.021,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Developing Suburbs: Country Suburbs,Minority status,NA,23.9,19.386,1.233,1.231
"Open Space, all parks",Bike,15,Developing Suburbs: Country Suburbs,Income status,NA,20.309,19.998,1.016,1.251
"Open Space, all parks",Bike,15,Developing Suburbs: Country Suburbs,Household vehicles,NA,16.078,20.268,0.793,1.827
"Open Space, all parks",Walk,15,Developing Suburbs: Country Suburbs,Total population,4.611,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Developing Suburbs: Country Suburbs,Minority status,NA,5.046,4.54,1.112,1.261
"Open Space, all parks",Walk,15,Developing Suburbs: Country Suburbs,Income status,NA,4.56,4.615,0.988,1.363
"Open Space, all parks",Walk,15,Developing Suburbs: Country Suburbs,Household vehicles,NA,3.844,4.641,0.828,2.169
"Open Space, all parks",Bike,15,Developing Suburbs: Maturing New England Towns,Total population,12.387,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Developing Suburbs: Maturing New England Towns,Minority status,NA,12.41,12.384,1.002,1.231
"Open Space, all parks",Bike,15,Developing Suburbs: Maturing New England Towns,Income status,NA,11.99,12.435,0.964,1.251
"Open Space, all parks",Bike,15,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,12.937,12.447,1.039,1.827
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,Total population,3.635,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,Minority status,NA,3.47,3.659,0.949,1.261
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,Income status,NA,3.626,3.637,0.997,1.363
"Open Space, all parks",Walk,15,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,3.938,3.697,1.065,2.169
"Open Space, all parks",Bike,15,Inner Core: Metro Core Communities,Total population,135.184,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Inner Core: Metro Core Communities,Minority status,NA,116.726,155.17,0.752,1.231
"Open Space, all parks",Bike,15,Inner Core: Metro Core Communities,Income status,NA,127.794,138.518,0.923,1.251
"Open Space, all parks",Bike,15,Inner Core: Metro Core Communities,Household vehicles,NA,158.327,131.262,1.206,1.827
"Open Space, all parks",Walk,15,Inner Core: Metro Core Communities,Total population,42.572,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Inner Core: Metro Core Communities,Minority status,NA,36.087,49.594,0.728,1.261
"Open Space, all parks",Walk,15,Inner Core: Metro Core Communities,Income status,NA,41.275,43.159,0.956,1.363
"Open Space, all parks",Walk,15,Inner Core: Metro Core Communities,Household vehicles,NA,54.94,39.807,1.38,2.169
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,Total population,116.615,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,Minority status,NA,121.742,114.575,1.063,1.231
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,Income status,NA,124.463,115.221,1.08,1.251
"Open Space, all parks",Bike,15,Inner Core: Streetcar Suburbs,Household vehicles,NA,133.537,117.962,1.132,1.827
"Open Space, all parks",Walk,15,Inner Core: Streetcar Suburbs,Total population,27.547,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Inner Core: Streetcar Suburbs,Minority status,NA,29.878,26.619,1.122,1.261
"Open Space, all parks",Walk,15,Inner Core: Streetcar Suburbs,Income status,NA,31.412,26.859,1.169,1.363
"Open Space, all parks",Walk,15,Inner Core: Streetcar Suburbs,Household vehicles,NA,33.733,28.159,1.198,2.169
"Open Space, all parks",Bike,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,35.351,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,41.331,33.802,1.223,1.231
"Open Space, all parks",Bike,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,32.918,35.59,0.925,1.251
"Open Space, all parks",Bike,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,35.786,33.883,1.056,1.827
"Open Space, all parks",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,8.345,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,9.94,7.932,1.253,1.261
"Open Space, all parks",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,7.889,8.39,0.94,1.363
"Open Space, all parks",Walk,15,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,8.758,7.962,1.1,2.169
"Open Space, all parks",Bike,15,Maturing Suburbs: Mature Suburban Towns,Total population,25.756,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,23.354,26.408,0.884,1.231
"Open Space, all parks",Bike,15,Maturing Suburbs: Mature Suburban Towns,Income status,NA,24.337,25.964,0.937,1.251
"Open Space, all parks",Bike,15,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,25.772,25.498,1.011,1.827
"Open Space, all parks",Walk,15,Maturing Suburbs: Mature Suburban Towns,Total population,7.525,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,6.756,7.733,0.874,1.261
"Open Space, all parks",Walk,15,Maturing Suburbs: Mature Suburban Towns,Income status,NA,7.469,7.533,0.992,1.363
"Open Space, all parks",Walk,15,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,7.677,7.556,1.016,2.169
"Open Space, all parks",Bike,15,Regional Urban Centers: Sub-Regional Urban Centers,Total population,30.106,NA,NA,NA,NA
"Open Space, all parks",Bike,15,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,35.055,27.558,1.272,1.231
"Open Space, all parks",Bike,15,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,34.177,28.882,1.183,1.251
"Open Space, all parks",Bike,15,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,37.339,29.337,1.273,1.827
"Open Space, all parks",Walk,15,Regional Urban Centers: Sub-Regional Urban Centers,Total population,9.32,NA,NA,NA,NA
"Open Space, all parks",Walk,15,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,11.065,8.422,1.314,1.261
"Open Space, all parks",Walk,15,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,11.212,8.751,1.281,1.363
"Open Space, all parks",Walk,15,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,12.913,9.041,1.428,2.169
"Open Space, large parks",Drive,45,MPO,Total population,2815.574,NA,NA,NA,NA
"Open Space, large parks",Drive,45,MPO,Minority status,NA,2980.486,2732.49,NA,1.091
"Open Space, large parks",Drive,45,MPO,Income status,NA,2909.53,2791.982,NA,1.042
"Open Space, large parks",Transit (All modes),45,MPO,Total population,89.456,NA,NA,NA,NA
"Open Space, large parks",Transit (All modes),45,MPO,Minority status,NA,113.754,77.222,NA,1.473
"Open Space, large parks",Transit (All modes),45,MPO,Income status,NA,122.356,81.208,NA,1.507
"Open Space, large parks",Transit (All modes),45,MPO,Household vehicles,NA,201.917,76.721,NA,2.632
"Open Space, large parks",Drive,45,Developing Suburbs: Country Suburbs,Total population,2046.896,NA,NA,NA,NA
"Open Space, large parks",Drive,45,Developing Suburbs: Country Suburbs,Minority status,NA,2221.455,2018.321,1.101,1.091
"Open Space, large parks",Drive,45,Developing Suburbs: Country Suburbs,Income status,NA,1995.43,2050.998,0.973,1.042
"Open Space, large parks",Transit (All modes),45,Developing Suburbs: Country Suburbs,Total population,8.574,NA,NA,NA,NA
"Open Space, large parks",Transit (All modes),45,Developing Suburbs: Country Suburbs,Minority status,NA,9.531,8.418,1.132,1.473
"Open Space, large parks",Transit (All modes),45,Developing Suburbs: Country Suburbs,Income status,NA,8.045,8.616,0.934,1.507
"Open Space, large parks",Transit (All modes),45,Developing Suburbs: Country Suburbs,Household vehicles,NA,7.198,8.617,0.835,2.632
"Open Space, large parks",Drive,45,Developing Suburbs: Maturing New England Towns,Total population,1932.111,NA,NA,NA,NA
"Open Space, large parks",Drive,45,Developing Suburbs: Maturing New England Towns,Minority status,NA,2036.987,1917.437,1.062,1.091
"Open Space, large parks",Drive,45,Developing Suburbs: Maturing New England Towns,Income status,NA,1868.089,1939.842,0.963,1.042
"Open Space, large parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Total population,3.728,NA,NA,NA,NA
"Open Space, large parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Minority status,NA,3.987,3.691,1.08,1.473
"Open Space, large parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Income status,NA,3.448,3.761,0.917,1.507
"Open Space, large parks",Transit (All modes),45,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,3.666,3.687,0.994,2.632
"Open Space, large parks",Drive,45,Inner Core: Metro Core Communities,Total population,3250.521,NA,NA,NA,NA
"Open Space, large parks",Drive,45,Inner Core: Metro Core Communities,Minority status,NA,3207.726,3296.802,0.973,1.091
"Open Space, large parks",Drive,45,Inner Core: Metro Core Communities,Income status,NA,3242.121,3254.284,0.996,1.042
"Open Space, large parks",Transit (All modes),45,Inner Core: Metro Core Communities,Total population,220.457,NA,NA,NA,NA
"Open Space, large parks",Transit (All modes),45,Inner Core: Metro Core Communities,Minority status,NA,192.723,250.506,0.769,1.473
"Open Space, large parks",Transit (All modes),45,Inner Core: Metro Core Communities,Income status,NA,212.751,223.951,0.95,1.507
"Open Space, large parks",Transit (All modes),45,Inner Core: Metro Core Communities,Household vehicles,NA,279.499,209.463,1.334,2.632
"Open Space, large parks",Drive,45,Inner Core: Streetcar Suburbs,Total population,3290.12,NA,NA,NA,NA
"Open Space, large parks",Drive,45,Inner Core: Streetcar Suburbs,Minority status,NA,3327.41,3275.244,1.016,1.091
"Open Space, large parks",Drive,45,Inner Core: Streetcar Suburbs,Income status,NA,3299.281,3288.485,1.003,1.042
"Open Space, large parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,Total population,101.428,NA,NA,NA,NA
"Open Space, large parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,Minority status,NA,110.895,97.656,1.136,1.473
"Open Space, large parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,Income status,NA,118.947,98.31,1.21,1.507
"Open Space, large parks",Transit (All modes),45,Inner Core: Streetcar Suburbs,Household vehicles,NA,169.761,100.135,1.695,2.632
"Open Space, large parks",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,2637.85,NA,NA,NA,NA
"Open Space, large parks",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,2888.477,2572.93,1.123,1.091
"Open Space, large parks",Drive,45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,2567.19,2644.79,0.971,1.042
"Open Space, large parks",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Total population,8.581,NA,NA,NA,NA
"Open Space, large parks",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Minority status,NA,10.258,8.147,1.259,1.473
"Open Space, large parks",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Income status,NA,9.384,8.502,1.104,1.507
"Open Space, large parks",Transit (All modes),45,Maturing Suburbs: Established Suburbs and Cape Cod Towns,Household vehicles,NA,9.905,8.444,1.173,2.632
"Open Space, large parks",Drive,45,Maturing Suburbs: Mature Suburban Towns,Total population,2613.952,NA,NA,NA,NA
"Open Space, large parks",Drive,45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,2648.065,2604.694,1.017,1.091
"Open Space, large parks",Drive,45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,2533.675,2625.716,0.965,1.042
"Open Space, large parks",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Total population,8.907,NA,NA,NA,NA
"Open Space, large parks",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Minority status,NA,12.083,8.045,1.502,1.473
"Open Space, large parks",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Income status,NA,9.209,8.863,1.039,1.507
"Open Space, large parks",Transit (All modes),45,Maturing Suburbs: Mature Suburban Towns,Household vehicles,NA,9.355,8.477,1.104,2.632
"Open Space, large parks",Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,2436.73,NA,NA,NA,NA
"Open Space, large parks",Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,2522.164,2392.731,1.054,1.091
"Open Space, large parks",Drive,45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,2406.335,2445.871,0.984,1.042
"Open Space, large parks",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Total population,10.097,NA,NA,NA,NA
"Open Space, large parks",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Minority status,NA,12.387,8.917,1.389,1.473
"Open Space, large parks",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Income status,NA,10.712,9.911,1.081,1.507
"Open Space, large parks",Transit (All modes),45,Regional Urban Centers: Sub-Regional Urban Centers,Household vehicles,NA,12.722,9.924,1.282,2.632
"Open Space, paths",Bike,15,MPO,Total population,8.244,NA,NA,NA,NA
"Open Space, paths",Bike,15,MPO,Minority status,NA,9.577,7.573,NA,1.265
"Open Space, paths",Bike,15,MPO,Income status,NA,10.036,7.795,NA,1.287
"Open Space, paths",Bike,15,MPO,Household vehicles,NA,13.373,7.758,NA,1.724
"Open Space, paths",Walk,15,MPO,Total population,1.961,NA,NA,NA,NA
"Open Space, paths",Walk,15,MPO,Minority status,NA,2.37,1.755,NA,1.35
"Open Space, paths",Walk,15,MPO,Income status,NA,2.648,1.789,NA,1.48
"Open Space, paths",Walk,15,MPO,Household vehicles,NA,3.452,1.787,NA,1.932
"Open Space, paths",Bike,15,Developing Suburbs: Country Suburbs,Total population,1.569,NA,NA,NA,NA
"Open Space, paths",Bike,15,Developing Suburbs: Country Suburbs,Minority status,NA,1.761,1.537,1.146,1.265
"Open Space, paths",Bike,15,Developing Suburbs: Country Suburbs,Income status,NA,1.389,1.583,0.878,1.287
"Open Space, paths",Bike,15,Developing Suburbs: Country Suburbs,Household vehicles,NA,1.582,1.557,1.016,1.724
"Open Space, paths",Walk,15,Developing Suburbs: Country Suburbs,Total population,0.411,NA,NA,NA,NA
"Open Space, paths",Walk,15,Developing Suburbs: Country Suburbs,Minority status,NA,0.452,0.404,1.119,1.35
"Open Space, paths",Walk,15,Developing Suburbs: Country Suburbs,Income status,NA,0.373,0.414,0.902,1.48
"Open Space, paths",Walk,15,Developing Suburbs: Country Suburbs,Household vehicles,NA,0.395,0.408,0.968,1.932
"Open Space, paths",Bike,15,Developing Suburbs: Maturing New England Towns,Total population,2.323,NA,NA,NA,NA
"Open Space, paths",Bike,15,Developing Suburbs: Maturing New England Towns,Minority status,NA,2.43,2.308,1.053,1.265
"Open Space, paths",Bike,15,Developing Suburbs: Maturing New England Towns,Income status,NA,2.468,2.306,1.07,1.287
"Open Space, paths",Bike,15,Developing Suburbs: Maturing New England Towns,Household vehicles,NA,2.7,2.357,1.146,1.724
"Open Space, paths",Walk,15,Developing Suburbs: Maturing New England Towns,Total population,0.675,NA,NA,NA,NA
"Open Space, paths",Walk,15,Developing Suburbs: Maturing New England Towns,Minority status,NA,0.704,0.67,1.05,1.35
"Open Space, paths",Walk,15,Developing Suburbs: Maturing New England Towns,Income status,NA,0.744,0.666,1.117,1.48
